DIV;DATE;HOUR;HOME;AWAY;RH;RA;STATUS;MD;REGNUMBERHOME;REGNUMBERAWAY
1;08/01/2017;14:30;Avanti Stekene A;Elene-Grotenberge A;;;;18;08552;03861
1;08/01/2017;14:30;Appelterre A;Kemzeke ;;;;18;03964;03441
1;08/01/2017;14:30;JV.Kruibeke ;SK.Lochristi A;;;;18;02829;05617
1;08/01/2017;14:30;VK.Robur A;KVV.Zelzate ;;;;18;04162;04165
1;15/01/2017;15:00;KVV.Zelzate ;KVV.Ardennen ;;;;19;04165;03857
1;15/01/2017;15:00;Bambrugge ;VK.Robur A;;;;19;05343;04162
1;15/01/2017;15:00;Kemzeke ;JV.Kruibeke ;;;;19;03441;02829
1;15/01/2017;15:00;Lovendegem ;Melsele A;;;;19;04732;03541
1;15/01/2017;15:00;KE.Buggenhout A;Avanti Stekene A;;;;19;05861;08552
1;15/01/2017;15:00;Elene-Grotenberge A;Appelterre A;;;;19;03861;03964
1;15/01/2017;15:00;SK.Lochristi A;Aalter ;;;;19;05617;04763
1;15/01/2017;15:00;Voorde ;SK.Maldegem ;;;;19;08262;04220
1;22/01/2017;15:00;VK.Robur A;SK.Lochristi A;;;;20;04162;05617
1;22/01/2017;15:00;Avanti Stekene A;Voorde ;;;;20;08552;08262
1;22/01/2017;15:00;Melsele A;KVV.Ardennen ;;;;20;03541;03857
1;22/01/2017;15:00;JV.Kruibeke ;Elene-Grotenberge A;;;;20;02829;03861
1;22/01/2017;15:00;Aalter ;Kemzeke ;;;;20;04763;03441
1;22/01/2017;15:00;SK.Maldegem ;Lovendegem ;;;;20;04220;04732
1;22/01/2017;15:00;Appelterre A;KE.Buggenhout A;;;;20;03964;05861
1;22/01/2017;15:00;Bambrugge ;KVV.Zelzate ;;;;20;05343;04165
1;29/01/2017;15:00;Voorde ;Appelterre A;;;;21;08262;03964
1;29/01/2017;15:00;Kemzeke ;VK.Robur A;;;;21;03441;04162
1;29/01/2017;15:00;Elene-Grotenberge A;Aalter ;;;;21;03861;04763
1;29/01/2017;15:00;KVV.Ardennen ;SK.Maldegem ;;;;21;03857;04220
1;29/01/2017;15:00;Lovendegem ;Avanti Stekene A;;;;21;04732;08552
1;29/01/2017;15:00;KE.Buggenhout A;JV.Kruibeke ;;;;21;05861;02829
1;29/01/2017;15:00;KVV.Zelzate ;Melsele A;;;;21;04165;03541
1;29/01/2017;15:00;SK.Lochristi A;Bambrugge ;;;;21;05617;05343
1;04/02/2017;19:30;Aalter ;KE.Buggenhout A;;;;22;04763;05861
1;04/02/2017;19:30;SK.Maldegem ;Melsele A;;;;22;04220;03541
1;05/02/2017;14:30;Avanti Stekene A;KVV.Ardennen ;;;;22;08552;03857
1;05/02/2017;15:00;SK.Lochristi A;KVV.Zelzate ;;;;22;05617;04165
1;05/02/2017;15:00;VK.Robur A;Elene-Grotenberge A;;;;22;04162;03861
1;05/02/2017;15:00;JV.Kruibeke ;Voorde ;;;;22;02829;08262
1;05/02/2017;15:00;Bambrugge ;Kemzeke ;;;;22;05343;03441
1;05/02/2017;15:00;Appelterre A;Lovendegem ;;;;22;03964;04732
1;11/02/2017;20:00;Melsele A;Avanti Stekene A;;;;23;03541;08552
1;12/02/2017;15:00;KE.Buggenhout A;VK.Robur A;;;;23;05861;04162
1;12/02/2017;15:00;Voorde ;Aalter ;;;;23;08262;04763
1;12/02/2017;15:00;KVV.Ardennen ;Appelterre A;;;;23;03857;03964
1;12/02/2017;15:00;Lovendegem ;JV.Kruibeke ;;;;23;04732;02829
1;12/02/2017;15:00;KVV.Zelzate ;SK.Maldegem ;;;;23;04165;04220
